中国平安,118.573844217766
贵州茅台,55.4065119630584
伊利股份,40.3850264035977
美的集团,36.1237303569315
五粮液,28.9069070081882
隆基股份,26.6221041702396
招商银行,26.5149977909221
泸州老窖,19.0070919472655
三安光电,17.4918600853637
中兴通讯,16.6306905881956
通化东宝,16.1834035947321
东方园林,13.8950838544905
格力电器,13.621831915432
跨境通,13.4116494451709
合力泰,13.2945825120274
恒瑞医药,11.8234817316316
太阳纸业,9.4400109140292
大华股份,8.79471631014594
分众传媒,8.76857283421688
山西汾酒,8.52316378495331
中国国旅,8.34194760443148
华友钴业,8.0703871801534
东方雨虹,7.71584347622868
万科A,7.28463246835782
奥佳华,7.2764284197996
宁波银行,7.05701582084456
赣锋锂业,6.94048260754154
平安银行,6.83307577438391
大亚圣象,6.64254922768432
华东医药,6.63455217756034
台海核电,6.62444237905949
立讯精密,6.56840082128772
阳光电源,6.50939423578733
双汇发展,6.08079245548415
华帝股份,5.91667512671055
康得新,5.89446195125202
兴业矿业,5.82859214567043
工商银行,5.82608251686924
华夏幸福,5.76121987363798
索菲亚,5.7100874086194
华润双鹤,5.63347140466701
安通控股,5.338408
信维通信,5.16269561650196
中国石化,5.1602727616381
光大嘉宝,4.82026194219552
金风科技,4.71032327028847
长盈精密,4.55778784909271
兆易创新,4.24268007633163
乐普医疗,4.23929843890471
兴业银行,4.23020333121621
华夏银行,4.1503004053377
美年健康,4.1263487938959
宁波华翔,4.1105435771719
水井坊,4.08545169923295
中金环境,4.04326304179443
口子窖,3.9644655431774
大族激光,3.85682281072523
苏宁云商,3.69411799199947
洛阳钼业,3.63135970481902
农业银行,3.54719024446496
永辉超市,3.50397730604799
启明星辰,3.44796163192166
欧菲科技,3.38700727818232
尚品宅配,3.3862316192
联创电子,3.30824198072086
理工环科,3.26054130338131
ST生化,3.2533421649468
启迪桑德,3.19393086256244
复星医药,3.12327347782356
上汽集团,3.08822885719231
中国太保,3.04726779090645
均胜电子,2.97822100000515
国瓷材料,2.96630000694559
新华保险,2.95546387733259
长江电力,2.9547118527938
金正大,2.85871799000274
万华化学,2.82806138564552
亨通光电,2.68415576986904
京东方A,2.66744117257061
哈投股份,2.655099
华泰证券,2.61834949519409
泰胜风能,2.46538916019784
银轮股份,2.41693407043807
长春高新,2.41244804346663
纳思达,2.3688146390221
紫金矿业,2.30664493982931
信立泰,2.25979962672028
沃森生物,2.25942926594371
中国银行,2.2506229480508
宋城演艺,2.24474290910341
三花智控,2.0447690483604
中天能源,2.04333576606171
歌尔股份,1.97617155628567
安洁科技,1.9381536523448
桂东电力,1.92396569577664
康弘药业,1.8946466177246
天齐锂业,1.89201421730672
青岛海尔,1.88868297307491
中国建筑,1.83162907418929
杭萧钢构,1.83145675719345
涪陵榨菜,1.80681502308586
美克家居,1.77793679136974
济川药业,1.77331221624252
先导智能,1.75535366722006
东山精密,1.75282512545529
智飞生物,1.74898357113858
华宇软件,1.73156061723549
万东医疗,1.72910176033671
晨光文具,1.71982385946136
通威股份,1.70279451297532
康美药业,1.69271891039322
利亚德,1.65493244745054
华海药业,1.65062527008898
苏交科,1.62852342551486
中信证券,1.60515414745836
中航黑豹,1.5104702983497
西藏珠峰,1.48714101761508
完美世界,1.48103728428453
广博股份,1.44624
中工国际,1.44151927518858
顺络电子,1.42947329693524
郑煤机,1.42001888868147
莱克电气,1.40280537794547
超声电子,1.38633301638008
隆平高科,1.37363256858514
道氏技术,1.33421433043203
牧原股份,1.32599705164213
福耀玻璃,1.31294634179487
神州长城,1.30606584054608
岳阳林纸,1.29548196543086
神雾环保,1.27760270220991
喜临门,1.2613294770134
恒华科技,1.21826175197476
海螺水泥,1.20759176061403
羚锐制药,1.19416905730011
胜利精密,1.18985634820914
瑞康医药,1.17961349943453
歌力思,1.17933987058496
泰格医药,1.16792316995135
鄂武商A,1.11328959407524
我武生物,1.10855896623871
智云股份,1.09397651683147
雅克科技,1.08306014346443
中国医药,1.08154331877343
凯乐科技,1.081189
富临运业,1.077343
蓝焰控股,1.04693025531491
华泰股份,1.02720274554942
世荣兆业,0.997396
海通证券,0.978327169413807
南极电商,0.959737695339724
海源机械,0.944423000000293
外运发展,0.930234002594187
洋河股份,0.926693025505753
林洋能源,0.920324943986966
晶盛机电,0.918243016115635
新筑股份,0.914242
华天科技,0.902351630527149
卡里索油气,0.868946
保利地产,0.861555536479419
百润股份,0.851522062040336
雪莱特,0.848604
北新建材,0.83319521743632
中炬高新,0.798807824018252
烽火通信,0.792835276152017
光大银行,0.78167785390045
雷鸣科化,0.776431704263223
新和成,0.771857554314584
中国人寿,0.742665775317876
星宇股份,0.739121565177132
许继电气,0.735810072314754
伊力特,0.733926132127715
建设银行,0.72444156245086
山东黄金,0.723341819878105
天夏智慧,0.72216
神火股份,0.72053039762713
联美控股,0.712628
众合科技,0.7023033248
上海医药,0.698346555358555
融捷股份,0.695364279101083
浙江美大,0.694468043448435
长电科技,0.671032665272968
云南白药,0.658561308966951
广发证券,0.65730876159733
株冶集团,0.650766842873885
南都电源,0.649450329399844
经纬纺机,0.639746928176181
沱牌舍得,0.632406229941089
东阿阿胶,0.627942080616706
索菱股份,0.626518140469382
生益科技,0.622056221157583
中顺洁柔,0.621950487211182
晨光生物,0.618300560628949
海康威视,0.615962501839711
三一重工,0.612392388833076
益丰药房,0.610840560654136
宏发股份,0.604739302106529
中国巨石,0.594100499132258
宇通客车,0.593797733610849
唐人神,0.591593
星普医科,0.587880000698637
梅花生物,0.569602971594005
仙琚制药,0.569473924664431
爱尔眼科,0.546199491891545
